country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,continent
Albania,ALB,10/01/2021,0,0,,,,0,0,,,Pfizer/BioNTech,Europe
Albania,ALB,11/01/2021,,,,,64,,,,22,Pfizer/BioNTech,Europe
Albania,ALB,12/01/2021,128,128,,,64,0,0,,22,Pfizer/BioNTech,Europe
Albania,ALB,13/01/2021,188,188,,60,63,0.01,0.01,,22,Pfizer/BioNTech,Europe
Albania,ALB,14/01/2021,266,266,,78,66,0.01,0.01,,23,Pfizer/BioNTech,Europe
Albania,ALB,15/01/2021,308,308,,42,62,0.01,0.01,,22,Pfizer/BioNTech,Europe
Albania,ALB,16/01/2021,369,369,,61,62,0.01,0.01,,22,Pfizer/BioNTech,Europe
Albania,ALB,17/01/2021,405,405,,36,58,0.01,0.01,,20,Pfizer/BioNTech,Europe
Albania,ALB,18/01/2021,447,447,,42,55,0.02,0.02,,19,Pfizer/BioNTech,Europe
Albania,ALB,19/01/2021,483,483,,36,51,0.02,0.02,,18,Pfizer/BioNTech,Europe
Albania,ALB,20/01/2021,519,519,,36,47,0.02,0.02,,16,Pfizer/BioNTech,Europe
Albania,ALB,21/01/2021,549,549,,30,40,0.02,0.02,,14,Pfizer/BioNTech,Europe
Albania,ALB,22/01/2021,,,,,34,,,,12,Pfizer/BioNTech,Europe
Albania,ALB,23/01/2021,,,,,26,,,,9,Pfizer/BioNTech,Europe
Albania,ALB,24/01/2021,,,,,21,,,,7,Pfizer/BioNTech,Europe
Albania,ALB,25/01/2021,,,,,15,,,,5,Pfizer/BioNTech,Europe
Albania,ALB,26/01/2021,,,,,9,,,,3,Pfizer/BioNTech,Europe
Albania,ALB,27/01/2021,,,,,4,,,,1,Pfizer/BioNTech,Europe
Albania,ALB,28/01/2021,,,,,,,,,,Pfizer/BioNTech,Europe
Albania,ALB,29/01/2021,,,,,,,,,,Pfizer/BioNTech,Europe
Albania,ALB,30/01/2021,,,,,,,,,,Pfizer/BioNTech,Europe
Albania,ALB,31/01/2021,,,,,,,,,,Pfizer/BioNTech,Europe
Albania,ALB,1/02/2021,,,,,,,,,,Pfizer/BioNTech,Europe
Albania,ALB,2/02/2021,550,549,1,,,0.02,0.02,0,,Pfizer/BioNTech,Europe
Albania,ALB,3/02/2021,,,,,12,,,,4,Pfizer/BioNTech,Europe
Albania,ALB,4/02/2021,,,,,24,,,,8,Pfizer/BioNTech,Europe
Albania,ALB,5/02/2021,,,,,35,,,,12,Pfizer/BioNTech,Europe
Albania,ALB,6/02/2021,,,,,47,,,,16,Pfizer/BioNTech,Europe
Albania,ALB,7/02/2021,,,,,59,,,,21,Pfizer/BioNTech,Europe
Albania,ALB,8/02/2021,,,,,71,,,,25,Pfizer/BioNTech,Europe
Albania,ALB,9/02/2021,1127,689,438,,82,0.04,0.02,0.02,28,Pfizer/BioNTech,Europe
Albania,ALB,10/02/2021,,,,,81,,,,28,Pfizer/BioNTech,Europe
Albania,ALB,11/02/2021,,,,,79,,,,27,Pfizer/BioNTech,Europe
Albania,ALB,12/02/2021,,,,,78,,,,27,Pfizer/BioNTech,Europe
Albania,ALB,13/02/2021,,,,,76,,,,26,Pfizer/BioNTech,Europe
Albania,ALB,14/02/2021,,,,,75,,,,26,Pfizer/BioNTech,Europe
Albania,ALB,15/02/2021,,,,,73,,,,25,Pfizer/BioNTech,Europe
Albania,ALB,16/02/2021,,,,,72,,,,25,Pfizer/BioNTech,Europe
Albania,ALB,17/02/2021,1701,1090,611,,72,0.06,0.04,0.02,25,Pfizer/BioNTech,Europe
Albania,ALB,18/02/2021,3049,2438,611,1348,254,0.11,0.08,0.02,88,Pfizer/BioNTech,Europe
Albania,ALB,19/02/2021,4177,,,1128,405,0.15,,,141,Pfizer/BioNTech,Europe
Albania,ALB,20/02/2021,,,,,516,,,,179,Pfizer/BioNTech,Europe
Albania,ALB,21/02/2021,,,,,627,,,,218,Pfizer/BioNTech,Europe
Albania,ALB,22/02/2021,6728,6073,655,,739,0.23,0.21,0.02,257,Pfizer/BioNTech,Europe
Albania,ALB,23/02/2021,,,,,891,,,,310,Pfizer/BioNTech,Europe
Albania,ALB,24/02/2021,,,,,1043,,,,362,Pfizer/BioNTech,Europe
Albania,ALB,25/02/2021,10135,,,,1012,0.35,,,352,Pfizer/BioNTech,Europe
Algeria,DZA,29/01/2021,0,,,,,0,,,,Sputnik V,Africa
Algeria,DZA,30/01/2021,30,,,30,30,0,,,1,Sputnik V,Africa
Algeria,DZA,31/01/2021,,,,,1889,,,,43,Sputnik V,Africa
Algeria,DZA,1/02/2021,,,,,2509,,,,57,Sputnik V,Africa
Algeria,DZA,2/02/2021,,,,,2819,,,,64,Sputnik V,Africa
Algeria,DZA,3/02/2021,,,,,3005,,,,69,Sputnik V,Africa
Algeria,DZA,4/02/2021,,,,,3129,,,,71,Sputnik V,Africa
Algeria,DZA,5/02/2021,,,,,3217,,,,73,Sputnik V,Africa
Algeria,DZA,6/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,7/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,8/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,9/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,10/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,11/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,12/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,13/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,14/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,15/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,16/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,17/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,18/02/2021,,,,,3748,,,,85,Sputnik V,Africa
Algeria,DZA,19/02/2021,75000,,,,3748,0.17,,,85,Sputnik V,Africa
Andorra,AND,25/01/2021,576,576,,,,0.75,0.75,,,Pfizer/BioNTech,Europe
Andorra,AND,26/01/2021,,,,,66,,,,854,Pfizer/BioNTech,Europe
Andorra,AND,27/01/2021,,,,,66,,,,854,Pfizer/BioNTech,Europe
Andorra,AND,28/01/2021,,,,,66,,,,854,Pfizer/BioNTech,Europe
Andorra,AND,29/01/2021,,,,,66,,,,854,Pfizer/BioNTech,Europe
Andorra,AND,30/01/2021,,,,,66,,,,854,Pfizer/BioNTech,Europe
Andorra,AND,31/01/2021,,,,,66,,,,854,Pfizer/BioNTech,Europe
Andorra,AND,1/02/2021,1036,1036,,,66,1.34,1.34,,854,Pfizer/BioNTech,Europe
Andorra,AND,2/02/2021,,,,,60,,,,777,Pfizer/BioNTech,Europe
Andorra,AND,3/02/2021,,,,,55,,,,712,Pfizer/BioNTech,Europe
Andorra,AND,4/02/2021,,,,,50,,,,647,Pfizer/BioNTech,Europe
Andorra,AND,5/02/2021,,,,,44,,,,569,Pfizer/BioNTech,Europe
Andorra,AND,6/02/2021,,,,,39,,,,505,Pfizer/BioNTech,Europe
Andorra,AND,7/02/2021,,,,,34,,,,440,Pfizer/BioNTech,Europe
Andorra,AND,8/02/2021,,,,,28,,,,362,Pfizer/BioNTech,Europe
Andorra,AND,9/02/2021,,,,,28,,,,362,Pfizer/BioNTech,Europe
Andorra,AND,10/02/2021,1291,1291,,,28,1.67,1.67,,362,Pfizer/BioNTech,Europe
Andorra,AND,11/02/2021,,,,,48,,,,621,Pfizer/BioNTech,Europe
Andorra,AND,12/02/2021,1622,1622,,,68,2.1,2.1,,880,Pfizer/BioNTech,Europe
Andorra,AND,13/02/2021,,,,,74,,,,958,Pfizer/BioNTech,Europe
Andorra,AND,14/02/2021,,,,,81,,,,1048,Pfizer/BioNTech,Europe
Andorra,AND,15/02/2021,,,,,87,,,,1126,Pfizer/BioNTech,Europe
Andorra,AND,16/02/2021,,,,,94,,,,1217,Pfizer/BioNTech,Europe
Andorra,AND,17/02/2021,,,,,100,,,,1294,Pfizer/BioNTech,Europe
Andorra,AND,18/02/2021,,,,,87,,,,1126,Pfizer/BioNTech,Europe
Andorra,AND,19/02/2021,2141,2141,,,74,2.77,2.77,,958,Pfizer/BioNTech,Europe
Andorra,AND,20/02/2021,,,,,71,,,,919,Pfizer/BioNTech,Europe
Andorra,AND,21/02/2021,,,,,67,,,,867,Pfizer/BioNTech,Europe
Andorra,AND,22/02/2021,,,,,64,,,,828,Pfizer/BioNTech,Europe
Andorra,AND,23/02/2021,,,,,60,,,,777,Pfizer/BioNTech,Europe
Andorra,AND,24/02/2021,2390,2390,,,57,3.09,3.09,,738,Pfizer/BioNTech,Europe
Anguilla,AIA,4/02/2021,0,0,,,,0,0,,,Oxford/AstraZeneca,North America
Anguilla,AIA,5/02/2021,,,,,149,,,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,6/02/2021,,,,,149,,,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,7/02/2021,,,,,149,,,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,8/02/2021,,,,,149,,,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,9/02/2021,,,,,149,,,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,10/02/2021,,,,,149,,,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,11/02/2021,,,,,149,,,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,12/02/2021,,,,,149,,,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,13/02/2021,1341,1341,,,149,8.94,8.94,,9932,Oxford/AstraZeneca,North America
Anguilla,AIA,14/02/2021,2762,2762,,1421,331,18.41,18.41,,22064,Oxford/AstraZeneca,North America
Argentina,ARG,29/12/2020,700,,,,,0,,,,Sputnik V,South America
Argentina,ARG,30/12/2020,,,,,15656,,,,346,Sputnik V,South America
Argentina,ARG,31/12/2020,32013,,,,15656,0.07,,,346,Sputnik V,South America
Argentina,ARG,1/01/2021,,,,,11070,,,,245,Sputnik V,South America
Argentina,ARG,2/01/2021,,,,,8776,,,,194,Sputnik V,South America
Argentina,ARG,3/01/2021,,,,,7400,,,,164,Sputnik V,South America
Argentina,ARG,4/01/2021,39599,,,,6483,0.09,,,143,Sputnik V,South America
Argentina,ARG,5/01/2021,,,,,7984,,,,177,Sputnik V,South America
Argentina,ARG,6/01/2021,,,,,8173,,,,181,Sputnik V,South America
Argentina,ARG,7/01/2021,,,,,8363,,,,185,Sputnik V,South America
Argentina,ARG,8/01/2021,107542,,,,10519,0.24,,,233,Sputnik V,South America
Argentina,ARG,9/01/2021,,,,,11942,,,,264,Sputnik V,South America
Argentina,ARG,10/01/2021,,,,,13365,,,,296,Sputnik V,South America
Argentina,ARG,11/01/2021,,,,,14788,,,,327,Sputnik V,South America
Argentina,ARG,12/01/2021,,,,,14056,,,,311,Sputnik V,South America
Argentina,ARG,13/01/2021,166833,,,,13323,0.37,,,295,Sputnik V,South America
Argentina,ARG,14/01/2021,,,,,13320,,,,295,Sputnik V,South America
Argentina,ARG,15/01/2021,200759,,,,13317,0.44,,,295,Sputnik V,South America
Argentina,ARG,16/01/2021,,,,,12971,,,,287,Sputnik V,South America
Argentina,ARG,17/01/2021,,,,,12624,,,,279,Sputnik V,South America
Argentina,ARG,18/01/2021,,,,,12278,,,,272,Sputnik V,South America
Argentina,ARG,19/01/2021,,,,,11932,,,,264,Sputnik V,South America
Argentina,ARG,20/01/2021,247933,243539,4394,,11586,0.55,0.54,0.01,256,Sputnik V,South America
Argentina,ARG,21/01/2021,265724,249372,16352,17791,11704,0.59,0.55,0.04,259,Sputnik V,South America
Argentina,ARG,22/01/2021,279602,254456,25146,13878,11263,0.62,0.56,0.06,249,Sputnik V,South America
Argentina,ARG,23/01/2021,288064,258876,29188,8462,11124,0.64,0.57,0.06,246,Sputnik V,South America
Argentina,ARG,24/01/2021,292023,260036,31987,3959,10342,0.65,0.58,0.07,229,Sputnik V,South America
Argentina,ARG,25/01/2021,292386,260122,32264,363,9046,0.65,0.58,0.07,200,Sputnik V,South America
Argentina,ARG,26/01/2021,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,Sputnik V,South America
Argentina,ARG,27/01/2021,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,Sputnik V,South America
Argentina,ARG,28/01/2021,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,Sputnik V,South America
Argentina,ARG,29/01/2021,344034,278451,65583,16035,9205,0.76,0.62,0.15,204,Sputnik V,South America
Argentina,ARG,30/01/2021,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,Sputnik V,South America
Argentina,ARG,31/01/2021,,,,,11299,,,,250,Sputnik V,South America
Argentina,ARG,1/02/2021,375851,281577,94274,,11924,0.83,0.62,0.21,264,Sputnik V,South America
Argentina,ARG,2/02/2021,,,,,11475,,,,254,Sputnik V,South America
Argentina,ARG,3/02/2021,396562,284196,112366,,11218,0.88,0.63,0.25,248,Sputnik V,South America
Argentina,ARG,4/02/2021,444018,297717,146301,47456,16574,0.98,0.66,0.32,367,Sputnik V,South America
Argentina,ARG,5/02/2021,,,,,16238,,,,359,Sputnik V,South America
Argentina,ARG,6/02/2021,471383,307501,163882,,15000,1.04,0.68,0.36,332,Sputnik V,South America
Argentina,ARG,7/02/2021,501152,319316,181836,29769,18576,1.11,0.71,0.4,411,Sputnik V,South America
Argentina,ARG,8/02/2021,511582,322318,189264,10430,19390,1.13,0.71,0.42,429,Sputnik V,South America
Argentina,ARG,9/02/2021,513178,322975,190203,1596,18139,1.14,0.71,0.42,401,Sputnik V,South America
Argentina,ARG,10/02/2021,535303,337772,197531,22125,19820,1.18,0.75,0.44,439,Sputnik V,South America
Argentina,ARG,11/02/2021,572928,362649,210279,37625,18416,1.27,0.8,0.47,407,Sputnik V,South America
Argentina,ARG,12/02/2021,591632,368023,223609,18704,19133,1.31,0.81,0.49,423,Sputnik V,South America
Argentina,ARG,13/02/2021,606245,371629,234616,14613,19266,1.34,0.82,0.52,426,Sputnik V,South America
Argentina,ARG,14/02/2021,609605,372122,237483,3360,15493,1.35,0.82,0.53,343,Sputnik V,South America
Argentina,ARG,15/02/2021,609791,372181,237610,186,14030,1.35,0.82,0.53,310,Sputnik V,South America
Argentina,ARG,16/02/2021,611169,373253,237916,1378,13999,1.35,0.83,0.53,310,Sputnik V,South America
Argentina,ARG,17/02/2021,612322,374002,238320,1153,11003,1.35,0.83,0.53,243,Sputnik V,South America
Argentina,ARG,18/02/2021,635583,392399,243184,23261,8951,1.41,0.87,0.54,198,Sputnik V,South America
Argentina,ARG,19/02/2021,668654,414958,253696,33071,11003,1.48,0.92,0.56,243,Sputnik V,South America
Argentina,ARG,20/02/2021,707148,445614,261534,38494,14415,1.56,0.99,0.58,319,Sputnik V,South America
Argentina,ARG,21/02/2021,720267,456929,263338,13119,15809,1.59,1.01,0.58,350,Sputnik V,South America
Argentina,ARG,22/02/2021,722234,458822,263412,1967,16063,1.6,1.02,0.58,355,Sputnik V,South America
Argentina,ARG,23/02/2021,746615,481689,264926,24381,19349,1.65,1.07,0.59,428,Sputnik V,South America
Argentina,ARG,24/02/2021,780455,513394,267061,33840,24019,1.73,1.14,0.59,531,Sputnik V,South America
Argentina,ARG,25/02/2021,829832,558831,271001,49377,27750,1.84,1.24,0.6,614,Sputnik V,South America
Australia,AUS,15/02/2021,0,0,,,,0,0,,,Pfizer/BioNTech,Oceania
Australia,AUS,16/02/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Oceania
Australia,AUS,17/02/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Oceania
Australia,AUS,18/02/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Oceania
Australia,AUS,19/02/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Oceania
Australia,AUS,20/02/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Oceania
Australia,AUS,21/02/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Oceania
Australia,AUS,22/02/2021,20,20,,20,3,0,0,,0,Pfizer/BioNTech,Oceania
Australia,AUS,23/02/2021,2879,2879,,2859,411,0.01,0.01,,16,Pfizer/BioNTech,Oceania
Australia,AUS,24/02/2021,6908,6908,,4029,987,0.03,0.03,,39,Pfizer/BioNTech,Oceania
Australia,AUS,25/02/2021,11908,11908,,5000,1701,0.05,0.05,,67,Pfizer/BioNTech,Oceania
Austria,AUT,10/01/2021,,6784,,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,11/01/2021,,11559,,,,,0.13,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,12/01/2021,,13172,,,,,0.15,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,13/01/2021,21259,20064,,,,0.24,0.22,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,14/01/2021,47087,29359,,25828,6457,0.52,0.33,,717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,15/01/2021,67473,39751,,20386,9243,0.75,0.44,,1026,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,16/01/2021,76066,50402,,8593,9134,0.84,0.56,,1014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,17/01/2021,82005,55450,,5939,8678,0.91,0.62,,964,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,18/01/2021,88973,60708,304,6968,9673,0.99,0.67,0,1074,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,19/01/2021,97389,70474,1034,8416,10876,1.08,0.78,0.01,1208,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,20/01/2021,127354,86888,2007,29965,15156,1.41,0.96,0.02,1683,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,21/01/2021,152843,105038,3214,25489,15108,1.7,1.17,0.04,1677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,22/01/2021,163692,121216,3540,10849,13746,1.82,1.35,0.04,1526,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,23/01/2021,168700,132105,4243,5008,13233,1.87,1.47,0.05,1469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,24/01/2021,171416,135249,4289,2716,12773,1.9,1.5,0.05,1418,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,25/01/2021,177179,137044,4306,5763,12601,1.97,1.52,0.05,1399,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,26/01/2021,187606,146587,4346,10427,12888,2.08,1.63,0.05,1431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,27/01/2021,191749,153859,5126,4143,9199,2.13,1.71,0.06,1021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,28/01/2021,198091,163806,5633,6342,6464,2.2,1.82,0.06,718,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,29/01/2021,208878,174262,7157,10787,6455,2.32,1.93,0.08,717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,30/01/2021,220647,183628,13551,11769,7421,2.45,2.04,0.15,824,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,31/01/2021,224792,185291,15207,4145,7625,2.5,2.06,0.17,847,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,1/02/2021,227802,186479,15866,3010,7232,2.53,2.07,0.18,803,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,2/02/2021,241258,189926,19062,13456,7665,2.68,2.11,0.21,851,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,3/02/2021,252707,194287,28233,11449,8708,2.81,2.16,0.31,967,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,4/02/2021,262079,198912,39329,9372,9141,2.91,2.21,0.44,1015,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,5/02/2021,277431,202160,50669,15352,9793,3.08,2.24,0.56,1087,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,6/02/2021,284578,208144,62123,7147,9133,3.16,2.31,0.69,1014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,7/02/2021,289954,210239,66621,5376,9309,3.22,2.33,0.74,1034,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,8/02/2021,298195,212062,71135,8241,10056,3.31,2.35,0.79,1117,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,9/02/2021,311221,215592,78852,13026,9995,3.46,2.39,0.88,1110,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,10/02/2021,329881,219286,90983,18660,11025,3.66,2.43,1.01,1224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,11/02/2021,343069,224467,106450,13188,11570,3.81,2.49,1.18,1285,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,12/02/2021,365414,229317,122349,22345,12569,4.06,2.55,1.36,1396,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,13/02/2021,368766,236728,136564,3352,12027,4.09,2.63,1.52,1335,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,14/02/2021,374034,241795,141922,5268,12011,4.15,2.68,1.58,1334,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,15/02/2021,402986,242625,143889,28952,14970,4.47,2.69,1.6,1662,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,16/02/2021,418055,247553,151477,15069,15262,4.64,2.75,1.68,1695,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,17/02/2021,444836,253854,160094,26781,16422,4.94,2.82,1.78,1823,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,18/02/2021,466029,266191,174350,21193,17566,5.17,2.96,1.94,1950,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,19/02/2021,486888,277204,184366,20859,17353,5.41,3.08,2.05,1927,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,20/02/2021,498476,288601,193620,11588,18530,5.53,3.2,2.15,2057,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,21/02/2021,508066,298199,195539,9590,19147,5.64,3.31,2.17,2126,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,22/02/2021,519338,305333,197941,11272,16622,5.77,3.39,2.2,1846,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,23/02/2021,535870,312624,201848,16532,16831,5.95,3.47,2.24,1869,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,24/02/2021,556506,323716,207148,20636,15953,6.18,3.59,2.3,1771,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Austria,AUT,25/02/2021,582135,339470,211897,25629,16587,6.46,3.77,2.35,1842,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Azerbaijan,AZE,17/01/2021,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,18/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,19/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,20/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,21/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,22/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,23/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,24/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,25/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,26/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,27/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,28/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,29/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,30/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,31/01/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,1/02/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,2/02/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,3/02/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,4/02/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,5/02/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Azerbaijan,AZE,6/02/2021,65000,65000,,,3250,0.64,0.64,,321,"Oxford/AstraZeneca, Sputnik V",Europe
Bahrain,BHR,23/12/2020,38965,38965,,,,2.29,2.29,,,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,24/12/2020,50071,50071,,11106,11106,2.94,2.94,,6527,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,25/12/2020,50543,50543,,472,5789,2.97,2.97,,3402,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,26/12/2020,51556,51556,,1013,4197,3.03,3.03,,2467,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,27/12/2020,53614,53614,,2058,3662,3.15,3.15,,2152,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,28/12/2020,55014,55014,,1400,3210,3.23,3.23,,1886,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,29/12/2020,56041,56041,,1027,2846,3.29,3.29,,1673,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,30/12/2020,57317,57317,,1276,2622,3.37,3.37,,1541,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,31/12/2020,58643,58643,,1326,1225,3.45,3.45,,720,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,1/01/2021,59351,59351,,708,1258,3.49,3.49,,739,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
Bahrain,BHR,2/01/2021,60097,60097,,746,1220,3.53,3.53,,717,"Pfizer/BioNTech, Sinopharm/Beijing",Asia
